,text,category,label
1134,delete my appointment tomorrow,calendar_remove,calendar_remove
1135,remove dinner with mike from my calendar,calendar_remove,calendar_remove
1136,delete my dr k appointment in march,calendar_remove,calendar_remove
1137,please erase the next birthday event,calendar_remove,calendar_remove
1138,make my calendar empty,calendar_remove,calendar_remove
1139,cancel sam's party,calendar_remove,calendar_remove
1140,please delete this event,calendar_remove,calendar_remove
1141,delete all events in calendar,calendar_remove,calendar_remove
1142,i am no longer attending the wedding on the tenth so remove it from my calendar,calendar_remove,calendar_remove
1143,delete every event,calendar_remove,calendar_remove
1144,delete the scheduled meeting on fourth october twelve pm,calendar_remove,calendar_remove
1145,open calendar and erase all events for all months,calendar_remove,calendar_remove
1321,what does one have to damage in cream to make butter,cooking_recipe,cooking_recipe
1322,what can i cook with broccoli and chicken,cooking_recipe,cooking_recipe
1323,in five sentences let me know the procedure of making thanksgiving turkey,cooking_recipe,cooking_recipe
1324,what food is good,cooking_recipe,cooking_recipe
1325,i would like instructions on how to cook baked chicken,cooking_recipe,cooking_recipe
1326,tell me how to cook meatballs,cooking_recipe,cooking_recipe
1327,give me some recipes for sheperds pie,cooking_recipe,cooking_recipe
1328,is soft cheese better than hard,cooking_recipe,cooking_recipe
1329,how do i cook meatballs,cooking_recipe,cooking_recipe
1330,how do i prepare all my food for cooking,cooking_recipe,cooking_recipe
1331,whats needed to make pizza,cooking_recipe,cooking_recipe
1332,get recipe for making a hotdog,cooking_recipe,cooking_recipe
1333,can I get the recipe for chocolate brownies,cooking_recipe,cooking_recipe
1334,recipe for meal,cooking_recipe,cooking_recipe
1335,annie could you please search the internet and play the videos for cooking italian food,cooking_recipe,cooking_recipe
1336,what's the recipe for fish soup,cooking_recipe,cooking_recipe
1337,i would like the recipe for baked chicken,cooking_recipe,cooking_recipe
1338,recipe for crabmeat,cooking_recipe,cooking_recipe
1339,cooking recipe,cooking_recipe,cooking_recipe
1340,how to make sausage,cooking_recipe,cooking_recipe
1341,find easy recipe for almond milk,cooking_recipe,cooking_recipe
1342,what can i substitute butter with,cooking_recipe,cooking_recipe
1343,recipe please,cooking_recipe,cooking_recipe
1344,are there any cooking classes nearby my area,cooking_recipe,cooking_recipe
1345,use google to show me how to cook,cooking_recipe,cooking_recipe
1346,how do i steam rice,cooking_recipe,cooking_recipe
1347,give me recipes,cooking_recipe,cooking_recipe
1348,boiled,cooking_recipe,cooking_recipe
1349,find me a recipe of spaghetti,cooking_recipe,cooking_recipe
1350,how do i cook rice,cooking_recipe,cooking_recipe
1351,how do i make tuna casserole from scratch,cooking_recipe,cooking_recipe
1352,show me how to cook a recipe,cooking_recipe,cooking_recipe
1353,give me best cooking ideas,cooking_recipe,cooking_recipe
1354,how long do i roast chicken breasts,cooking_recipe,cooking_recipe
1355,give me a recipe for lasagne,cooking_recipe,cooking_recipe
1356,search for the best spagetti recipe,cooking_recipe,cooking_recipe
1357,i want to know the procedure of making thanksgiving turkey in five sentences,cooking_recipe,cooking_recipe
1358,tell me how to make garlic bread,cooking_recipe,cooking_recipe
1359,how to make fried rice,cooking_recipe,cooking_recipe
1360,show me tutorials on cooking food,cooking_recipe,cooking_recipe
1361,find the recipe for sambar in cookingforu application,cooking_recipe,cooking_recipe
1362,what is the temperature i am supposed to cook this lasagna at,cooking_recipe,cooking_recipe
1363,show me a spaghetti recipe,cooking_recipe,cooking_recipe
1364,how much is one serving of broccoli,cooking_recipe,cooking_recipe
1365,what is a cookie recipe,cooking_recipe,cooking_recipe
1366,do we add rosemary in pasta,cooking_recipe,cooking_recipe
1367,how many cups of sugar in texas sheet cake frosting,cooking_recipe,cooking_recipe
1368,show me cooking websites,cooking_recipe,cooking_recipe
1369,tell me the best recipes for a given dish,cooking_recipe,cooking_recipe
1370,find a recipe that uses ground beef and zucchini,cooking_recipe,cooking_recipe
1371,can you tell me how to cook chocolate chip cookies,cooking_recipe,cooking_recipe
1372,what's an easy recipe to cook for food,cooking_recipe,cooking_recipe
1373,how long should i simmer rice for,cooking_recipe,cooking_recipe
1374,what is the best tasting cut of beef,cooking_recipe,cooking_recipe
1375,recipes,cooking_recipe,cooking_recipe
1376,access recipe book please,cooking_recipe,cooking_recipe
1377,how do you make sunny side up eggs,cooking_recipe,cooking_recipe
1378,how do i make cookies,cooking_recipe,cooking_recipe
1379,tell me how to make tacos,cooking_recipe,cooking_recipe
1380,what goes with risotto,cooking_recipe,cooking_recipe
1381,show me the recipe for cookies,cooking_recipe,cooking_recipe
1382,how do i cook a pasta,cooking_recipe,cooking_recipe
1383,what is an alternative to flour,cooking_recipe,cooking_recipe
1384,evaporated,cooking_recipe,cooking_recipe
1385,cook me some oats,cooking_recipe,cooking_recipe
1386,find me a recipe for chicken noodle soup,cooking_recipe,cooking_recipe
1387,what do i need to make pot roast,cooking_recipe,cooking_recipe
1388,how do i make meatloaf,cooking_recipe,cooking_recipe
1389,please find the recipe for meatballs,cooking_recipe,cooking_recipe
1390,find me the recipe for a cake,cooking_recipe,cooking_recipe
1391,i need help making pancakes,cooking_recipe,cooking_recipe
1392,how to cook spaghetti squash,cooking_recipe,cooking_recipe
1393,how much meat should i buy to serve ten people,cooking_recipe,cooking_recipe
1394,what is recipe,cooking_recipe,cooking_recipe
1395,what are the ingredients necessary,cooking_recipe,cooking_recipe
1396,what do you use to make cookies,cooking_recipe,cooking_recipe
1397,show me how to cook lasagna,cooking_recipe,cooking_recipe
1398,how can we prepare biriyani,cooking_recipe,cooking_recipe
1399,how can a cook risotto,cooking_recipe,cooking_recipe
1400,how many millilitres is two table spoons,cooking_recipe,cooking_recipe
1401,healthy foods,cooking_recipe,cooking_recipe
1402,i need the recipe for hot cross buns,cooking_recipe,cooking_recipe
1403,what is the best recipe for tacos,cooking_recipe,cooking_recipe
1404,best energy food for gym,cooking_recipe,cooking_recipe
1405,how to cook crabs,cooking_recipe,cooking_recipe
1406,what are the ingredients in macaroni and cheese,cooking_recipe,cooking_recipe
1407,find easy recipe for corn bread,cooking_recipe,cooking_recipe
1408,what the sexiest food to cook on a date,cooking_recipe,cooking_recipe
1409,crockpot recipe for chicken alfredo,cooking_recipe,cooking_recipe
1410,how many teaspoons are in a cup,cooking_recipe,cooking_recipe
1411,search for gluten free menus,cooking_recipe,cooking_recipe
1412,how many eggs should i put in my cake mixture,cooking_recipe,cooking_recipe
1413,how do you zest a lime without a zester,cooking_recipe,cooking_recipe
1414,good food,cooking_recipe,cooking_recipe
1415,please look up best recipes,cooking_recipe,cooking_recipe
1416,find recipe chicken casserole,cooking_recipe,cooking_recipe
1417,what type of cheese do i need for my enchiladas,cooking_recipe,cooking_recipe
1418,recipes that can be cooked in an hour,cooking_recipe,cooking_recipe
1419,what are the steps for biriyani meal,cooking_recipe,cooking_recipe
1420,i want to know how to make a chicken in the oven,cooking_recipe,cooking_recipe
1421,how can i cook pizza,cooking_recipe,cooking_recipe
1422,do you know how to cook risotto,cooking_recipe,cooking_recipe
1423,find a recipe for homemade bread,cooking_recipe,cooking_recipe
1424,how do i deglaze a pan,cooking_recipe,cooking_recipe
1425,what ingredient can be used to replace white wine,cooking_recipe,cooking_recipe
1426,give me instructions on how to cook chicken,cooking_recipe,cooking_recipe
1427,how do you pan sear a porterhouse steak,cooking_recipe,cooking_recipe
1428,bring up a recipe for turkey meatballs,cooking_recipe,cooking_recipe
1429,Show chicken tikka recipe,cooking_recipe,cooking_recipe
1430,how many calories are in a one divided by of peanuts,cooking_recipe,cooking_recipe
1431,what is the difference between bake and broil,cooking_recipe,cooking_recipe
1432,find the correct temperature for frying a whole turkey,cooking_recipe,cooking_recipe
1433,how do i cook a medium rare steak,cooking_recipe,cooking_recipe
1434,i want to see the recipe of veg biryani,cooking_recipe,cooking_recipe
1435,how do i bake a potato,cooking_recipe,cooking_recipe
1436,show me a video on cooking fried chicken,cooking_recipe,cooking_recipe
1437,find a recipe for chicken alfredo,cooking_recipe,cooking_recipe
1438,show the method to prepare icecream,cooking_recipe,cooking_recipe
1439,quick meals,cooking_recipe,cooking_recipe
1440,i need a recipe that is from ingredients on my shopping list,cooking_recipe,cooking_recipe
1441,instructions to make a meal,cooking_recipe,cooking_recipe
1442,how long should i cook a steak to be medium,cooking_recipe,cooking_recipe
1443,what is the recipe for apple pie,cooking_recipe,cooking_recipe
1444,how to cook this food,cooking_recipe,cooking_recipe
1445,get recipe for apple pie,cooking_recipe,cooking_recipe
1446,let me know the recipe for preparing pasta,cooking_recipe,cooking_recipe
1447,i need a recipe for spaghetti,cooking_recipe,cooking_recipe
1448,what's the recipe for fried chicken,cooking_recipe,cooking_recipe
1449,find the right amount of cinnamon for the garam masala,cooking_recipe,cooking_recipe
1450,freezing,cooking_recipe,cooking_recipe
1451,how do i make meal,cooking_recipe,cooking_recipe
1452,tell me the recipe to cook pav bhaji,cooking_recipe,cooking_recipe
1453,can you prepare a cheese sandwich,cooking_recipe,cooking_recipe
1454,what temperature do you bake a potato,cooking_recipe,cooking_recipe
1455,what's the best way to cook pasta,cooking_recipe,cooking_recipe
1456,how to make chicken tikka,cooking_recipe,cooking_recipe
1457,what do i need to make lamb pathia,cooking_recipe,cooking_recipe
1458,what is the cooking time for mashed potatoes,cooking_recipe,cooking_recipe
1459,show me what the ingredients are,cooking_recipe,cooking_recipe
1460,how to make cheesecake,cooking_recipe,cooking_recipe
1461,i want to cook italian dishes show me some,cooking_recipe,cooking_recipe
1462,how do you make cookies,cooking_recipe,cooking_recipe
1463,how long do i chill an icebo pie,cooking_recipe,cooking_recipe
1464,tell me the recipe for yellow rice,cooking_recipe,cooking_recipe
1465,show me the recipe of tandoori chicken,cooking_recipe,cooking_recipe
1466,what should i make for dinner,cooking_recipe,cooking_recipe
1467,how do you make pasta,cooking_recipe,cooking_recipe
1468,can you eat sweet potato greens raw,cooking_recipe,cooking_recipe
1469,please explain the rice recipe,cooking_recipe,cooking_recipe
1470,how do i cook a meatloaf,cooking_recipe,cooking_recipe
1471,i want to cook pasta in american style show me how,cooking_recipe,cooking_recipe
1472,can you give me a recipe for homemade chicken noodle soup,cooking_recipe,cooking_recipe
1473,what temperature should the oil be for frying french fries,cooking_recipe,cooking_recipe
1474,what conducts heat better copper bottomed pots or cast iron,cooking_recipe,cooking_recipe
1475,how do i make mashed potatoes,cooking_recipe,cooking_recipe
1476,tell me how to cook pasta,cooking_recipe,cooking_recipe
1477,what ingredients do i need for tomato soup,cooking_recipe,cooking_recipe
1478,what does rice wine go with,cooking_recipe,cooking_recipe
1479,what is the best way to cook pasta al dente,cooking_recipe,cooking_recipe
1480,at what temperature should i bake cookies,cooking_recipe,cooking_recipe
1481,tell me the recipe for mashed potatoes,cooking_recipe,cooking_recipe
1482,what is a good vegan egg substitute,cooking_recipe,cooking_recipe
1483,show me pancakes,cooking_recipe,cooking_recipe
1484,can you pull up a recipe for spaghetti,cooking_recipe,cooking_recipe
1485,how do i braise a pork loin,cooking_recipe,cooking_recipe
1486,what is a good way to make steak,cooking_recipe,cooking_recipe
1487,please search for beginners guide to cooking,cooking_recipe,cooking_recipe
1488,find me a recipe for carrot soup,cooking_recipe,cooking_recipe
1489,recipe for spaghetti,cooking_recipe,cooking_recipe
1490,how long should i cook chicken for,cooking_recipe,cooking_recipe
1491,what is the cooking time for boiled eggs,cooking_recipe,cooking_recipe
1492,how long do i need to cook a brisket for it to be medium,cooking_recipe,cooking_recipe
1493,how long should i cook a hamburger on each side,cooking_recipe,cooking_recipe
1494,what temperature should a baked chicken be,cooking_recipe,cooking_recipe
1495,what is in a curry,cooking_recipe,cooking_recipe
1496,if it is noon in virginia what time is it in california,datetime_convert,datetime_convert
1497,switch to eastern time zone,datetime_convert,datetime_convert
1498,please change time zone to india,datetime_convert,datetime_convert
1499,change this time to ist,datetime_convert,datetime_convert
1500,please convert the time of here at nine pm to brasil time zone,datetime_convert,datetime_convert
1501,it is nine here what time is it in california,datetime_convert,datetime_convert
1502,what the time difference from here to ottawa,datetime_convert,datetime_convert
1503,what is the time difference between eastern time and pacific time,datetime_convert,datetime_convert
1504,i need you to convert nine am cst to est time,datetime_convert,datetime_convert
1505,given it is four thirty five pm in london what time is it in melbourne,datetime_convert,datetime_convert
1506,what is the time difference between my location and hong kong,datetime_convert,datetime_convert
1507,convert eight am manila time to new york time,datetime_convert,datetime_convert
1508,set the time zone to g. m. t.,datetime_convert,datetime_convert
1509,what is the time at singapore when our time is five pm,datetime_convert,datetime_convert
1510,convert time zone to ist,datetime_convert,datetime_convert
1511,convert time zone,datetime_convert,datetime_convert
1512,what time is twelve pm eastern time in pacific time,datetime_convert,datetime_convert
1513,how many hours difference is there between london and new york,datetime_convert,datetime_convert
1514,can you change my time zone to central,datetime_convert,datetime_convert
1515,change my clock to central time zone from my current zone,datetime_convert,datetime_convert
1516,tell me the time in g. m. t. plus five,datetime_convert,datetime_convert
1517,please can i know what time will it be at six pm here in australia,datetime_convert,datetime_convert
1518,when it's ten pm here what time is it in brisbane,datetime_convert,datetime_convert
1519,what is the time difference between california and new york,datetime_convert,datetime_convert
1520,what is the time difference between pacific and central,datetime_convert,datetime_convert
1521,convert twenty one thirty from gtm four to g. m. t. four thirty,datetime_convert,datetime_convert
1522,convert eight thirty from gtm four to g. m. t. five thirty,datetime_convert,datetime_convert
1523,if it is six am here what time is it in tokyo,datetime_convert,datetime_convert
1524,if it's ten pm in california what time is it in alabama,datetime_convert,datetime_convert
1525,convert current time from ist to est,datetime_convert,datetime_convert
1526,what is the time in india when the time in us is twelve pm,datetime_convert,datetime_convert
1527,what is the time difference between india and ivory coast,datetime_convert,datetime_convert
1528,it's eight at night in france what time is it in new york,datetime_convert,datetime_convert
1529,can you convert my time zone to the time zone i'm currently in,datetime_convert,datetime_convert
1530,it is five forty five am in liverpool what time is now new york,datetime_convert,datetime_convert
1531,now it's five thirty pm in india what about the time in ivory coast,datetime_convert,datetime_convert
1532,how many hours distance is between my location and new york,datetime_convert,datetime_convert
1533,if it is twelve hours ahead of eastern standard centaur time what's the time in the philippines now,datetime_convert,datetime_convert
1534,time between us and canada,datetime_convert,datetime_convert
1535,what is the time difference between here and japan,datetime_convert,datetime_convert
1536,what is the nine am cst to est,datetime_convert,datetime_convert
1537,can you tell how many hours of difference are between boston and los angeles,datetime_convert,datetime_convert
1538,change the time in this location to ist,datetime_convert,datetime_convert
1539,what time can i call from pennsylvania and it will be business hours in australia,datetime_convert,datetime_convert
1540,please convert nine am cst to est time,datetime_convert,datetime_convert
1541,what is the time difference between new york and lagos,datetime_convert,datetime_convert
1542,time difference between uk and us,datetime_convert,datetime_convert
1543,if it's five am in berlin what time is it here,datetime_convert,datetime_convert
1544,i need the time zone from london england instead of central time zone,datetime_convert,datetime_convert
1545,if i was in the eastern time zone what time would it be,datetime_convert,datetime_convert
1546,what is the time difference between here and there,datetime_convert,datetime_convert
1547,convert one oh two from gtm four thirty to g. m. t. one thirty,datetime_convert,datetime_convert
1548,what is the time difference between eastern and pacific time zones,datetime_convert,datetime_convert
1549,when it is nine in the east what time is it in the west,datetime_convert,datetime_convert
1550,convert current time from g. m. t. to est,datetime_convert,datetime_convert
1551,convert usa time in to indian time,datetime_convert,datetime_convert
1552,what is the time difference between central and eastern,datetime_convert,datetime_convert
1553,what is the time difference between eastern and pacific,datetime_convert,datetime_convert
1554,time zone between india and us,datetime_convert,datetime_convert
1555,the time difference between lagos and new york is what,datetime_convert,datetime_convert
1556,convert eastern time to western time,datetime_convert,datetime_convert
1557,eight am manila time is what in eastern time,datetime_convert,datetime_convert
1558,if i call mike in california at six pm what will his time be,datetime_convert,datetime_convert
1559,what's the time difference between here and queensland,datetime_convert,datetime_convert
1560,how much later is new york than la,datetime_convert,datetime_convert
1561,change the time zone from washington to new york,datetime_convert,datetime_convert
1562,if it's sunrise in stockholm what time is it in okinawa,datetime_convert,datetime_convert
1563,change the time zone from irish time zone to moscow time zone,datetime_convert,datetime_convert
1564,how many hours difference is hong kong from new york city,datetime_convert,datetime_convert
1565,eight am in manila is what in new york,datetime_convert,datetime_convert
1566,convert new york time to london,datetime_convert,datetime_convert
1567,if it's midnight in colorado what time is it in munich,datetime_convert,datetime_convert
1568,convert g. m. t. to ist,datetime_convert,datetime_convert
1569,switch to los angeles time,datetime_convert,datetime_convert
1570,it's eight fifty five here what time is it in england,datetime_convert,datetime_convert
1571,change this time zone to washington,datetime_convert,datetime_convert
1572,what is the time difference between california and michegan,datetime_convert,datetime_convert
1573,can you change my time zone from central time to pacific,datetime_convert,datetime_convert
1574,what is time now in japan compared to usa,datetime_convert,datetime_convert
1575,give me time,datetime_query,datetime_query
1576,could you please tell me what time is in singapore,datetime_query,datetime_query
1577,report the current time in oakland,datetime_query,datetime_query
1578,the twenty second is on what day of the week,datetime_query,datetime_query
1579,what week of the year does the summer season start,datetime_query,datetime_query
1580,what is the correct time,datetime_query,datetime_query
1581,what is the time in beijing,datetime_query,datetime_query
1582,is there a national holiday on fifth december,datetime_query,datetime_query
1583,the last friday of the month lands on what day,datetime_query,datetime_query
1584,what time in las vegas,datetime_query,datetime_query
1585,what is mondays actual date,datetime_query,datetime_query
1586,give me the time in phoenix az,datetime_query,datetime_query
1587,what is the time in china,datetime_query,datetime_query
1588,what is the current time in chennai,datetime_query,datetime_query
1589,new york time,datetime_query,datetime_query
1590,what time is it in central time zone,datetime_query,datetime_query
1591,can you tell me the time in new york,datetime_query,datetime_query
1592,what's the time in this time zone,datetime_query,datetime_query
1593,what is time now in california,datetime_query,datetime_query
1594,what time is it in this city,datetime_query,datetime_query
1595,can you tell me the current time in dallas texas,datetime_query,datetime_query
1596,march tenth lands on what day of the week,datetime_query,datetime_query
1597,what time of day is it in london,datetime_query,datetime_query
1598,can i get the time,datetime_query,datetime_query
1599,how time is it,datetime_query,datetime_query
1600,when is easter in the year two thousand and eighteen,datetime_query,datetime_query
1601,what day of the week does the fifteenth of march fall on,datetime_query,datetime_query
1602,what's the time for neighboring city,datetime_query,datetime_query
1603,time and date of today,datetime_query,datetime_query
1604,what day does my birthday fall on next year,datetime_query,datetime_query
1605,what does the clock say,datetime_query,datetime_query
1606,what day is christmas,datetime_query,datetime_query
1607,let me know today's date in american format,datetime_query,datetime_query
1608,what is the time in hyderabad,datetime_query,datetime_query
1609,what is the time in bangalore,datetime_query,datetime_query
1610,what's the time in dubai,datetime_query,datetime_query
1611,is it noon in paris,datetime_query,datetime_query
1612,whats the date today,datetime_query,datetime_query
1613,show me boston's current time,datetime_query,datetime_query
1614,what is the current date time group,datetime_query,datetime_query
1615,display date,datetime_query,datetime_query
1616,what time is it in denver,datetime_query,datetime_query
1617,what time is it in akron,datetime_query,datetime_query
1618,what day does easter fall on,datetime_query,datetime_query
1619,do we have thirty first day on this month,datetime_query,datetime_query
1620,is it Monday today,datetime_query,datetime_query
1621,hey what time is it in london now,datetime_query,datetime_query
1622,just let me know the current date today,datetime_query,datetime_query
1623,on what date is easter this year,datetime_query,datetime_query
1624,time in chicago,datetime_query,datetime_query
1625,may i know the time in london,datetime_query,datetime_query
1626,show me the date of today,datetime_query,datetime_query
1627,what day of the month is it,datetime_query,datetime_query
1628,what is the date and time,datetime_query,datetime_query
1629,what time is it in mountain time zone,datetime_query,datetime_query
1630,would like to see the time zone,datetime_query,datetime_query
1631,show me what time it is,datetime_query,datetime_query
1632,show me the time,datetime_query,datetime_query
1633,what is the date easter falls on,datetime_query,datetime_query
1634,what day of the week is the twenty second march,datetime_query,datetime_query
1635,what time is it in the eastern half of the us right now,datetime_query,datetime_query
1636,what day of the month is next tuesday,datetime_query,datetime_query
1637,what time is it in another city,datetime_query,datetime_query
1638,current time please,datetime_query,datetime_query
1639,what day is it on fifth december,datetime_query,datetime_query
1640,what is the current time right now,datetime_query,datetime_query
1641,what day is the fifteenth,datetime_query,datetime_query
1642,what day of the week is june twenty seventh on this year,datetime_query,datetime_query
1643,uh what does the current date happen to be,datetime_query,datetime_query
1644,what is the current time in delhi,datetime_query,datetime_query
1645,what day today,datetime_query,datetime_query
1646,what is the day on twenty third march,datetime_query,datetime_query
1647,i want exact time in washington right now,datetime_query,datetime_query
1648,what day is it today,datetime_query,datetime_query
1649,show me what day the thirty first is on,datetime_query,datetime_query
1650,give me the current time,datetime_query,datetime_query
1651,twenty second april day,datetime_query,datetime_query
1652,what is the time in london,datetime_query,datetime_query
1653,what day does april sixteenth fall on,datetime_query,datetime_query
1654,what day is easter,datetime_query,datetime_query
1655,mention the time in canada now,datetime_query,datetime_query
1656,tell me what time it is right now,datetime_query,datetime_query
1657,the time in cairo please,datetime_query,datetime_query
1658,which week is twenty third,datetime_query,datetime_query
1659,what is today's date,datetime_query,datetime_query
1660,what day of the week does christmas fall on this year,datetime_query,datetime_query
1661,what is the time in ajmer,datetime_query,datetime_query
1662,show me the time in new york city,datetime_query,datetime_query
1663,what is the time in australia right now,datetime_query,datetime_query
1664,what day of the week is first april,datetime_query,datetime_query
1665,how many birthday's are on twenty third,datetime_query,datetime_query
1666,what is tomorrows date,datetime_query,datetime_query
1667,what day of the week is the first of march,datetime_query,datetime_query
1668,i need to know what is the date today,datetime_query,datetime_query
1669,what is eastern standard time right noe,datetime_query,datetime_query
1670,twenty ninth march comes on what day,datetime_query,datetime_query
1671,what date is today,datetime_query,datetime_query
1672,whats today,datetime_query,datetime_query
1673,please provide current time in india,datetime_query,datetime_query
1674,please tell me the current date,datetime_query,datetime_query
1675,is there christmas on twenty second,datetime_query,datetime_query
1676,what is the current date today,datetime_query,datetime_query
1677,give me the time in london,datetime_query,datetime_query
1678,what's the date is currently,datetime_query,datetime_query
1679,todays a lovely day what the date,datetime_query,datetime_query
1680,can you tell me today's date,datetime_query,datetime_query
1681,what is the current central time,datetime_query,datetime_query
1682,how many days are in this month,datetime_query,datetime_query
1683,today is which date,datetime_query,datetime_query
1684,is today march sixth,datetime_query,datetime_query
1685,what time is it in karachi right now,datetime_query,datetime_query
1686,please alert me to the time,datetime_query,datetime_query
1687,what time is it in singapore,datetime_query,datetime_query
1688,what date is the third friday of this month,datetime_query,datetime_query
1689,tell me current time,datetime_query,datetime_query
1690,can you tell me the time at san francisco,datetime_query,datetime_query
1691,may twenty two is my birthdate and i want to know the what day is twenty third may,datetime_query,datetime_query
1692,report the time in miami,datetime_query,datetime_query
1693,whats the time now,datetime_query,datetime_query
1694,what is the current time in lagos nigeria,datetime_query,datetime_query
1695,when is the third monday of this month,datetime_query,datetime_query
1696,what's today date,datetime_query,datetime_query
1697,please give me the time,datetime_query,datetime_query
1698,what is today's day,datetime_query,datetime_query
1699,today is monday is it,datetime_query,datetime_query
1700,what day of the week does the twenty second fall on this month,datetime_query,datetime_query
1701,what is the date and month today,datetime_query,datetime_query
1702,what is the date for next tuesday,datetime_query,datetime_query
1703,what time is it on the east coast of the united states,datetime_query,datetime_query
1704,what time is it in england,datetime_query,datetime_query
1705,tell me the current time in san paulo brazil,datetime_query,datetime_query
1706,what is the time in canada now,datetime_query,datetime_query
1707,date in new york,datetime_query,datetime_query
1708,current date please,datetime_query,datetime_query
1709,what time is it on the west coast,datetime_query,datetime_query
1710,how me the time now in boston,datetime_query,datetime_query
1711,date and time,datetime_query,datetime_query
1712,what time is it in a city,datetime_query,datetime_query
1713,i want the time for another city outside us,datetime_query,datetime_query
1714,hello what time it is now,datetime_query,datetime_query
1715,ten past seven,datetime_query,datetime_query
1716,give me the time,datetime_query,datetime_query
1717,what is the current time in california,datetime_query,datetime_query
1718,show me the current time,datetime_query,datetime_query
1719,can you give me the time in this time zone,datetime_query,datetime_query
1720,do you know what day it is,datetime_query,datetime_query
1721,tell me the time now,datetime_query,datetime_query
1722,what is the time in milwaukee,datetime_query,datetime_query
1723,please show me today's date,datetime_query,datetime_query
1724,what's the time in new york,datetime_query,datetime_query
1725,what is the current time in london,datetime_query,datetime_query
1726,what time is it in london,datetime_query,datetime_query
1727,what time is it eastern,datetime_query,datetime_query
1728,can you give me the time in new delhi,datetime_query,datetime_query
1729,tell me the time,datetime_query,datetime_query
1730,what is the date today,datetime_query,datetime_query
1731,what date is easter sunday this year,datetime_query,datetime_query
1732,what is the time for the eastern time zone,datetime_query,datetime_query
1733,what's the time in china right now,datetime_query,datetime_query
1734,what will be the time now in washington,datetime_query,datetime_query
1735,what day of the week is it,datetime_query,datetime_query
1736,whats the time in denver,datetime_query,datetime_query
1737,what is the day today,datetime_query,datetime_query
1738,what is the current day month and year,datetime_query,datetime_query
1739,what is today's current date,datetime_query,datetime_query
1740,please let me know today's date,datetime_query,datetime_query
1741,what is the month day and year,datetime_query,datetime_query
1742,show time in china,datetime_query,datetime_query
1743,give me new york's current time,datetime_query,datetime_query
1744,current time new york,datetime_query,datetime_query
1745,be my clock,datetime_query,datetime_query
1746,give me the time in pst,datetime_query,datetime_query
1747,what time is it in new york city,datetime_query,datetime_query
1748,please give me today's date,datetime_query,datetime_query
1749,what time i sit in china right now,datetime_query,datetime_query
1750,please add this email to my contacts,email_addcontact,email_addcontact
1751,just add a new email in my contacts from michael,email_addcontact,email_addcontact
1752,save this email in contact,email_addcontact,email_addcontact
1753,can you look up and add john's old email to my contacts again,email_addcontact,email_addcontact
1754,add email to existing contact,email_addcontact,email_addcontact
1755,i need you to add this email in my contacts,email_addcontact,email_addcontact
1756,add dr rosenstock as an email contact,email_addcontact,email_addcontact
1757,email hwu@gmail dot com add to email contacts,email_addcontact,email_addcontact
1758,Update my contacts with the new contact sam@gmail dot com,email_addcontact,email_addcontact
1759,add this new email with contact,email_addcontact,email_addcontact
1760,can you add a new email to my contacts,email_addcontact,email_addcontact
1761,remember this email,email_addcontact,email_addcontact
1762,store my contacts,email_addcontact,email_addcontact
1763,add a new contact for daniel bell dbell@aol dot com,email_addcontact,email_addcontact
1764,make a new contact with this email,email_addcontact,email_addcontact
1765,add erosser@hotmail dot com as a new contact for emily rosser,email_addcontact,email_addcontact
1766,add jpearsonjessica@gmail dot com to email contacts,email_addcontact,email_addcontact
1767,change my mum's email in my phonebook,email_addcontact,email_addcontact
1768,save new email addresses to my contacts,email_addcontact,email_addcontact
1769,please add an email for john doe to my contacts johndoe@yahoo dot com,email_addcontact,email_addcontact
1770,add carl's email to my contact,email_addcontact,email_addcontact
1771,open up contacts and add email something@gmail dot com,email_addcontact,email_addcontact
1772,create new contact with email,email_addcontact,email_addcontact
1773,add a new email in my contacts from john,email_addcontact,email_addcontact
1774,add this email to my contact,email_addcontact,email_addcontact
1775,add new email address,email_addcontact,email_addcontact
1776,add something@gmail dot com to my contacts,email_addcontact,email_addcontact
1777,i want to and my email address,email_addcontact,email_addcontact
1778,i need to add this new contact for sam smith ssmith@yahoo dot com,email_addcontact,email_addcontact
1779,please place my new email address to the contact,email_addcontact,email_addcontact
1780,use that email address as a contact,email_addcontact,email_addcontact
1781,save email id,email_addcontact,email_addcontact
1782,update my contacts with the new contact sam@gmail dot com,email_addcontact,email_addcontact
1783,add the new email to my contacts,email_addcontact,email_addcontact
1784,save that email as a new contact,email_addcontact,email_addcontact
1785,here's an email address,email_addcontact,email_addcontact
1786,please add to my contact lists and send them a reminder email,email_addcontact,email_addcontact
1787,save to contacts,email_addcontact,email_addcontact
1788,add sarah as email contact,email_addcontact,email_addcontact
1789,add apahelp@yahoo dot com in my contact list,email_addcontact,email_addcontact
1790,please add smurfette@gmail dot com to my email contacts,email_addcontact,email_addcontact
1791,add email to contacts,email_addcontact,email_addcontact
1792,add dale@gmail dot com to my contacts,email_addcontact,email_addcontact
1793,please add smithjoe@email dot com to the contact information for joe smith,email_addcontact,email_addcontact
1794,add this email to a new contact,email_addcontact,email_addcontact
1795,make this email a new contact,email_addcontact,email_addcontact
1796,add john@gmail dot com to contacts,email_addcontact,email_addcontact
1797,add sam@gmail dot com to my contacts list,email_addcontact,email_addcontact
1798,add lowes hardware to my contact emails located in cleveland ohio,email_addcontact,email_addcontact
